,User ID,Name,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Favorite Genres,Devices Used,Engagement Metrics,Customer Support Interactions
1313,1314,Tammy Santos DVM,1951-10-25,Male,Fieldsbury,2024-02-05,2025-02-04,Annual,Mastercard,Manual,Frequent,Romance,Tablet,High,2
1314,1315,Douglas Frank,1978-01-31,Male,Port Christianview,2024-01-09,2025-01-08,Annual,Mastercard,Auto-renew,Regular,Horror,Smart TV,High,9
1315,1316,Juan Duran,1949-09-10,Female,Erikberg,2024-03-08,2025-03-08,Monthly,Visa,Auto-renew,Frequent,Sci-Fi,Smartphone,Low,2
1316,1317,Mrs. Maria Holland MD,2001-12-18,Female,North Eric,2024-03-01,2025-03-01,Monthly,Visa,Manual,Frequent,Action,Tablet,Medium,1
1317,1318,Rachael Miles DDS,1998-03-24,Female,Greenechester,2024-02-18,2025-02-17,Monthly,Mastercard,Manual,Occasional,Drama,Smartphone,High,7
1318,1319,Jeffrey Chambers,1935-03-08,Female,Jerryfurt,2024-03-09,2025-03-09,Monthly,Mastercard,Auto-renew,Occasional,Romance,Smart TV,High,10
1319,1320,Sheena Gaines,2004-09-10,Female,West Victoria,2024-01-08,2025-01-07,Monthly,Visa,Manual,Regular,Sci-Fi,Smart TV,Medium,2
1320,1321,Patrick Macdonald,1953-01-22,Female,North Andrew,2024-03-06,2025-03-06,Annual,Amex,Auto-renew,Occasional,Documentary,Smart TV,High,7
1321,1322,Elizabeth Wheeler,1941-06-21,Female,South Victorburgh,2024-04-01,2025-04-01,Annual,Visa,Auto-renew,Frequent,Documentary,Tablet,High,3
1322,1323,Joshua Williams,1977-12-30,Female,West Paulland,2024-03-07,2025-03-07,Annual,Amex,Manual,Frequent,Romance,Tablet,High,1
1323,1324,Kenneth Adkins,1954-07-20,Male,Deleonville,2024-01-23,2025-01-22,Monthly,Amex,Manual,Occasional,Romance,Smartphone,Low,0
1324,1325,Elizabeth Johnson,1997-02-16,Female,Lake Melissashire,2024-03-26,2025-03-26,Monthly,Mastercard,Manual,Occasional,Romance,Smartphone,Medium,3
1325,1326,William Mckee,1965-01-05,Male,Lake Stevenland,2024-01-15,2025-01-14,Monthly,Mastercard,Manual,Regular,Drama,Smart TV,Medium,3
1326,1327,Brittany Rowe,1961-12-18,Female,Gallagherborough,2024-01-05,2025-01-04,Monthly,Visa,Manual,Regular,Action,Smartphone,Low,9
1327,1328,Emily Howard,1967-07-30,Female,Walkerton,2024-02-09,2025-02-08,Monthly,Visa,Manual,Regular,Documentary,Smart TV,High,0
1328,1329,Christopher Mckay,1940-08-25,Female,West Lisa,2024-03-04,2025-03-04,Annual,Mastercard,Manual,Frequent,Sci-Fi,Tablet,Low,1
1329,1330,Katherine Mckenzie,1937-12-30,Male,South Kellyville,2024-03-08,2025-03-08,Annual,Amex,Manual,Regular,Action,Smart TV,Low,2
1330,1331,Vanessa Fletcher,1987-01-02,Female,East Robertshire,2024-02-23,2025-02-22,Annual,Amex,Manual,Frequent,Romance,Smartphone,Low,7
1331,1332,James Strickland,1949-05-22,Female,Lake Williamville,2024-01-05,2025-01-04,Annual,Amex,Auto-renew,Frequent,Drama,Smartphone,Low,5
1332,1333,Corey Thomas,2003-12-02,Male,East Darlenebury,2024-01-22,2025-01-21,Monthly,Mastercard,Manual,Frequent,Sci-Fi,Smartphone,Medium,8
1333,1334,Phillip Wilson,1980-09-03,Male,Hartmouth,2024-03-02,2025-03-02,Monthly,Visa,Manual,Regular,Romance,Smart TV,High,4
1334,1335,Jason Thompson,2004-07-01,Male,East Johnville,2024-02-13,2025-02-12,Monthly,Visa,Manual,Regular,Documentary,Smart TV,Medium,3
1335,1336,Lindsay Clarke DVM,1942-08-23,Male,Terrihaven,2024-04-08,2025-04-08,Annual,Amex,Manual,Regular,Drama,Smartphone,Low,8
1336,1337,Tyler Hester,1934-08-12,Female,West Sergio,2024-04-13,2025-04-13,Annual,Visa,Auto-renew,Regular,Drama,Smartphone,Medium,4
1337,1338,Kevin Haley,1981-07-10,Female,Joshuachester,2024-01-17,2025-01-16,Monthly,Visa,Auto-renew,Frequent,Romance,Smartphone,Low,1
1338,1339,Eric Roberts,1933-10-23,Male,West Kimberlyhaven,2024-01-03,2025-01-02,Annual,Visa,Manual,Frequent,Documentary,Smartphone,Medium,10
1339,1340,Karen Davidson,1984-06-29,Female,Kevinchester,2024-03-05,2025-03-05,Annual,Amex,Manual,Occasional,Romance,Tablet,High,3
1340,1341,Julia Moore,1941-11-08,Male,Martinezmouth,2024-02-14,2025-02-13,Annual,Visa,Auto-renew,Occasional,Documentary,Smart TV,High,6
1341,1342,Victor Hernandez,1982-06-03,Male,Valenzuelahaven,2024-03-03,2025-03-03,Annual,Visa,Manual,Occasional,Horror,Smartphone,Medium,9
1342,1343,Joseph Turner,1980-02-28,Male,Port Jessehaven,2024-03-13,2025-03-13,Annual,Amex,Auto-renew,Frequent,Sci-Fi,Smart TV,Medium,8
1343,1344,Brian Wright,1965-03-04,Female,Shermanland,2024-01-05,2025-01-04,Annual,Visa,Manual,Regular,Comedy,Smart TV,High,9
1344,1345,Robin Ellis,1956-06-15,Female,Maryshire,2024-03-15,2025-03-15,Annual,Mastercard,Manual,Occasional,Romance,Smartphone,High,10
1345,1346,John Gonzalez,1946-10-18,Female,Harrisonfort,2024-04-06,2025-04-06,Annual,Visa,Auto-renew,Regular,Action,Smartphone,High,8
1346,1347,Logan Edwards,1991-07-23,Male,Heathshire,2024-01-19,2025-01-18,Annual,Visa,Auto-renew,Regular,Documentary,Tablet,High,2
1347,1348,Brian Houston,1934-09-02,Male,East Kenneth,2024-02-26,2025-02-25,Annual,Visa,Auto-renew,Frequent,Action,Smartphone,Medium,4
1348,1349,Jennifer Vazquez,1976-09-30,Female,Amychester,2024-02-02,2025-02-01,Monthly,Visa,Auto-renew,Regular,Sci-Fi,Smartphone,Low,6
1349,1350,Jason Lynn,1950-02-23,Male,East Robertside,2024-02-26,2025-02-25,Monthly,Amex,Auto-renew,Regular,Romance,Tablet,High,3
1350,1351,Sarah Shields,2000-08-20,Male,Bridgesshire,2024-03-03,2025-03-03,Annual,Visa,Manual,Occasional,Romance,Smart TV,High,6
1351,1352,Mary Thompson,1983-09-26,Male,Castrofort,2024-03-21,2025-03-21,Monthly,Visa,Manual,Frequent,Horror,Smartphone,High,7
1352,1353,Lauren Hartman,1949-12-13,Male,West Kenneth,2024-03-06,2025-03-06,Annual,Visa,Manual,Frequent,Action,Smartphone,Low,9
1353,1354,Stephanie Young DVM,1992-01-20,Female,South Richardberg,2024-03-22,2025-03-22,Annual,Amex,Manual,Occasional,Documentary,Smartphone,Medium,4
1354,1355,Michele Morris,1962-12-26,Female,Douglasfort,2024-01-16,2025-01-15,Monthly,Visa,Auto-renew,Regular,Documentary,Tablet,High,9
1355,1356,Michael Harrell,2004-05-14,Female,Lake Mitchellshire,2024-03-18,2025-03-18,Monthly,Amex,Auto-renew,Occasional,Action,Tablet,Medium,5
1356,1357,Clayton Gordon,1963-01-02,Female,Andersontown,2024-02-24,2025-02-23,Annual,Visa,Auto-renew,Regular,Sci-Fi,Tablet,Low,2
1357,1358,Christopher Bishop,1940-01-18,Male,Danielburgh,2024-01-11,2025-01-10,Monthly,Mastercard,Manual,Frequent,Sci-Fi,Smart TV,Low,2
1358,1359,Michael Wood,1979-06-26,Female,East Robert,2024-01-18,2025-01-17,Monthly,Mastercard,Auto-renew,Occasional,Action,Smartphone,Low,5
1359,1360,Mikayla Davis,1944-04-03,Female,Alexashire,2024-02-05,2025-02-04,Annual,Visa,Manual,Regular,Sci-Fi,Tablet,Low,2
1360,1361,Michael Lara,1937-12-15,Female,New Carlshire,2024-01-16,2025-01-15,Monthly,Visa,Auto-renew,Regular,Action,Smartphone,Low,9
1361,1362,Debra Alexander,1959-01-18,Male,Lake Vernonmouth,2024-04-06,2025-04-06,Monthly,Mastercard,Auto-renew,Occasional,Drama,Tablet,Low,4
1362,1363,Bradley Mendoza,1945-05-02,Male,Lake Melissamouth,2024-01-26,2025-01-25,Monthly,Mastercard,Manual,Frequent,Comedy,Smartphone,Low,1
1363,1364,Cheryl Reid,1976-07-29,Female,Crystalchester,2024-04-12,2025-04-12,Annual,Amex,Auto-renew,Occasional,Sci-Fi,Smart TV,Low,7
1364,1365,Julia Hernandez,1947-05-01,Female,Copelandbury,2024-03-06,2025-03-06,Annual,Amex,Manual,Regular,Romance,Smart TV,High,1
1365,1366,Jessica Harris,1952-12-25,Female,Patrickton,2024-04-06,2025-04-06,Annual,Amex,Auto-renew,Regular,Drama,Tablet,High,6
1366,1367,Michael Miller,1980-09-06,Female,South Andrewfurt,2024-02-23,2025-02-22,Monthly,Visa,Auto-renew,Frequent,Documentary,Smart TV,High,6
1367,1368,Michael Nichols,1964-04-23,Male,Juarezville,2024-02-05,2025-02-04,Annual,Mastercard,Manual,Regular,Horror,Smartphone,Medium,7
1368,1369,Emily Thomas,1936-10-18,Female,Bradleystad,2024-01-04,2025-01-03,Monthly,Amex,Auto-renew,Frequent,Documentary,Smart TV,High,8
1369,1370,Mason Wright,1998-12-12,Female,North Dominique,2024-02-19,2025-02-18,Annual,Amex,Manual,Occasional,Drama,Smart TV,Medium,0
1370,1371,Cynthia Matthews,1965-04-09,Female,Lake Thomas,2024-01-28,2025-01-27,Annual,Amex,Manual,Occasional,Comedy,Smartphone,High,6
1371,1372,Pamela Peterson,1995-06-13,Male,West Nataliemouth,2024-02-15,2025-02-14,Annual,Amex,Manual,Frequent,Romance,Smart TV,Medium,10
1372,1373,Patricia Reed,1933-06-11,Female,Contrerasbury,2024-02-06,2025-02-05,Annual,Mastercard,Manual,Regular,Action,Tablet,High,0
1373,1374,Raymond Smith,1995-12-06,Male,Thomasside,2024-01-06,2025-01-05,Monthly,Visa,Auto-renew,Frequent,Horror,Tablet,Low,6
1374,1375,Cynthia Dunn,1987-09-23,Female,New Ronaldfurt,2024-02-22,2025-02-21,Annual,Mastercard,Auto-renew,Frequent,Comedy,Smartphone,High,5
1375,1376,Steven Hull,1944-06-23,Male,Robertsonton,2024-02-06,2025-02-05,Annual,Mastercard,Manual,Regular,Action,Tablet,Low,7
1376,1377,Stephanie Anderson,1992-12-18,Female,East Dennis,2024-04-01,2025-04-01,Monthly,Visa,Auto-renew,Regular,Romance,Smartphone,Low,5
1377,1378,Daniel Fox,1983-11-23,Female,South Michaelville,2024-03-30,2025-03-30,Annual,Visa,Manual,Occasional,Drama,Tablet,Medium,9
1378,1379,Tamara Carson,1965-04-16,Male,North Leahville,2024-01-05,2025-01-04,Annual,Mastercard,Manual,Regular,Sci-Fi,Smart TV,Low,2
1379,1380,Paul Barrera,1933-08-31,Male,Samanthaland,2024-03-21,2025-03-21,Monthly,Visa,Auto-renew,Occasional,Action,Tablet,Low,0
1380,1381,Michael Ayala,1941-06-14,Male,South Kelsey,2024-04-09,2025-04-09,Annual,Mastercard,Auto-renew,Regular,Documentary,Tablet,High,7
1381,1382,Ryan Rollins,1957-09-21,Female,West Luishaven,2024-03-10,2025-03-10,Annual,Visa,Manual,Frequent,Drama,Tablet,Medium,3
1382,1383,Jacob Chavez,1966-07-20,Female,New Ethanstad,2024-01-05,2025-01-04,Monthly,Visa,Manual,Occasional,Action,Smart TV,High,7
1383,1384,Melissa Smith,1989-11-12,Female,Port Michaelville,2024-04-05,2025-04-05,Annual,Amex,Auto-renew,Frequent,Horror,Smart TV,Low,2
1384,1385,Lisa Wilcox,1936-07-29,Female,Elliottfort,2024-01-06,2025-01-05,Annual,Amex,Manual,Regular,Romance,Smart TV,Low,4
1385,1386,Mark Perez,2005-01-14,Female,Guzmanville,2024-01-19,2025-01-18,Monthly,Visa,Auto-renew,Regular,Horror,Smartphone,Medium,2
1386,1387,Brian Norris,1972-05-30,Female,Robinsonmouth,2024-02-11,2025-02-10,Annual,Visa,Auto-renew,Frequent,Drama,Tablet,Low,10
1387,1388,Holly Baker,1991-03-03,Female,Lake Desiree,2024-03-05,2025-03-05,Annual,Mastercard,Manual,Occasional,Sci-Fi,Smartphone,Medium,6
1388,1389,Brian Miller,1957-12-10,Female,Johnsonside,2024-03-05,2025-03-05,Monthly,Visa,Auto-renew,Frequent,Horror,Tablet,Low,0
1389,1390,Joseph King,1934-06-17,Female,Isabellaside,2024-01-15,2025-01-14,Monthly,Mastercard,Manual,Frequent,Comedy,Smart TV,Medium,0
1390,1391,John Hardin,1941-10-23,Male,Port Steven,2024-02-16,2025-02-15,Annual,Visa,Auto-renew,Regular,Documentary,Tablet,Low,3
1391,1392,Jennifer Gordon,1942-02-28,Male,Manuelmouth,2024-02-23,2025-02-22,Monthly,Visa,Auto-renew,Regular,Horror,Tablet,Medium,8
1392,1393,Brandon Henderson,1942-05-14,Male,Lisaburgh,2024-01-03,2025-01-02,Monthly,Amex,Auto-renew,Regular,Drama,Smart TV,Medium,9
1393,1394,Robert Knight,1934-10-16,Male,Chadberg,2024-03-08,2025-03-08,Monthly,Mastercard,Manual,Regular,Horror,Smart TV,Low,2
1394,1395,Crystal Brooks,1994-02-07,Female,Kathleenland,2024-01-20,2025-01-19,Monthly,Amex,Manual,Frequent,Documentary,Tablet,Medium,0
1395,1396,Jessica Hopkins,1987-11-29,Female,Port Shawnshire,2024-02-14,2025-02-13,Monthly,Visa,Auto-renew,Regular,Action,Tablet,High,6
1396,1397,Jennifer Price,1945-03-02,Female,South Shane,2024-01-10,2025-01-09,Annual,Mastercard,Auto-renew,Frequent,Action,Tablet,Low,6
1397,1398,Kelly Harris,2005-11-25,Female,New Austin,2024-03-23,2025-03-23,Annual,Mastercard,Auto-renew,Occasional,Action,Smart TV,Medium,0
1398,1399,Wanda Stevenson,1993-07-26,Female,Laurenfurt,2024-02-19,2025-02-18,Annual,Amex,Auto-renew,Occasional,Comedy,Smart TV,Medium,1
1399,1400,Tiffany Phillips,1939-04-10,Female,Lauratown,2024-02-23,2025-02-22,Annual,Visa,Manual,Frequent,Sci-Fi,Smartphone,High,4
1400,1401,Claire Herrera,1958-09-26,Male,New Jenniferport,2024-04-09,2025-04-09,Annual,Mastercard,Auto-renew,Occasional,Horror,Smart TV,High,5
1401,1402,Thomas Harrison,1980-03-29,Female,Johnsonhaven,2024-03-29,2025-03-29,Annual,Visa,Auto-renew,Frequent,Horror,Smart TV,High,5
1402,1403,Joshua Rivas,1979-02-16,Male,New Jeanette,2024-03-06,2025-03-06,Annual,Mastercard,Auto-renew,Occasional,Comedy,Smartphone,Medium,6
1403,1404,Christy Smith,1995-07-03,Female,Johntown,2024-02-02,2025-02-01,Annual,Visa,Auto-renew,Frequent,Drama,Smart TV,Medium,10
1404,1405,Terry Williams,1938-05-17,Male,East Peter,2024-01-19,2025-01-18,Annual,Visa,Manual,Frequent,Comedy,Tablet,Low,0
1405,1406,Christopher Santos,1977-07-29,Female,East Christy,2024-02-20,2025-02-19,Monthly,Amex,Manual,Regular,Romance,Smartphone,Low,10
1406,1407,Kayla Dawson,1942-05-02,Female,Jaredport,2024-01-20,2025-01-19,Monthly,Mastercard,Auto-renew,Occasional,Comedy,Smartphone,High,7
1407,1408,Lisa Flores,1972-03-03,Female,Lyonsview,2024-01-28,2025-01-27,Monthly,Visa,Auto-renew,Regular,Sci-Fi,Tablet,High,5
1408,1409,Jamie Watts,1941-12-26,Male,Kellyberg,2024-01-31,2025-01-30,Annual,Visa,Manual,Occasional,Action,Smartphone,Medium,10
1409,1410,Justin Chapman,1989-05-04,Female,South Dennisberg,2024-02-21,2025-02-20,Monthly,Mastercard,Auto-renew,Occasional,Documentary,Smart TV,High,0
1410,1411,Ashley Graham,1964-05-18,Male,West Sylviahaven,2024-01-20,2025-01-19,Annual,Amex,Manual,Frequent,Sci-Fi,Smartphone,Medium,5
1411,1412,Allison Bates,1987-11-30,Female,South Brandonton,2024-02-12,2025-02-11,Monthly,Visa,Auto-renew,Occasional,Comedy,Smart TV,Medium,4
1412,1413,Stephen Johnson,2002-08-16,Male,Cowanmouth,2024-04-12,2025-04-12,Annual,Mastercard,Manual,Frequent,Drama,Smartphone,Low,1
1413,1414,Beth Gordon,1946-01-02,Female,Port Anthony,2024-02-28,2025-02-27,Monthly,Amex,Auto-renew,Frequent,Horror,Tablet,Medium,4
1414,1415,Gregory Martinez,1983-12-12,Female,East Joseph,2024-04-11,2025-04-11,Annual,Amex,Auto-renew,Occasional,Action,Tablet,Low,0
1415,1416,Kaylee Patton,1965-02-22,Female,North Michelle,2024-04-07,2025-04-07,Monthly,Mastercard,Auto-renew,Regular,Comedy,Smart TV,High,4
1416,1417,Elizabeth Carey,1940-03-29,Female,Manuelport,2024-03-24,2025-03-24,Annual,Amex,Auto-renew,Frequent,Documentary,Smart TV,Medium,7
1417,1418,Maria Flores,1952-12-17,Male,Maynardside,2024-02-07,2025-02-06,Annual,Amex,Manual,Regular,Romance,Smartphone,Low,1
1418,1419,Jane Whitehead,1943-05-30,Male,Smithstad,2024-01-17,2025-01-16,Monthly,Visa,Auto-renew,Frequent,Romance,Smartphone,Medium,0
1419,1420,Brian Lam,1992-06-03,Male,Rhodesborough,2024-01-31,2025-01-30,Monthly,Amex,Manual,Occasional,Sci-Fi,Smartphone,Low,2
1420,1421,Douglas Sullivan PhD,1987-02-22,Male,West Christopherburgh,2024-01-29,2025-01-28,Annual,Visa,Manual,Occasional,Comedy,Smart TV,Medium,4
1421,1422,David Perez,1938-11-22,Female,Meltonburgh,2024-02-08,2025-02-07,Monthly,Visa,Auto-renew,Regular,Sci-Fi,Smartphone,High,3
1422,1423,Christina Randolph,1942-10-16,Female,Tylerberg,2024-02-11,2025-02-10,Annual,Amex,Auto-renew,Frequent,Action,Smart TV,High,4
1423,1424,Julie Jackson,1940-06-11,Male,Jacquelinemouth,2024-04-03,2025-04-03,Annual,Amex,Manual,Frequent,Action,Smart TV,Low,4
1424,1425,Logan Alvarez,1973-02-06,Female,Blakebury,2024-03-28,2025-03-28,Monthly,Visa,Manual,Frequent,Romance,Smart TV,Low,2
1425,1426,Katrina Rivera,1954-11-10,Female,Bairdhaven,2024-01-31,2025-01-30,Annual,Amex,Auto-renew,Occasional,Action,Smart TV,High,5
1426,1427,Christine Christian,1944-09-22,Male,Ayersview,2024-01-10,2025-01-09,Annual,Mastercard,Manual,Frequent,Sci-Fi,Smartphone,High,2
1427,1428,Jessica Kim,1989-02-23,Male,Jayside,2024-02-21,2025-02-20,Annual,Amex,Auto-renew,Occasional,Romance,Smartphone,High,10
1428,1429,Derek Phelps,1954-12-03,Female,South Juliashire,2024-03-05,2025-03-05,Monthly,Amex,Manual,Frequent,Documentary,Smartphone,Low,0
1429,1430,James Doyle,1988-05-16,Male,Aprilfort,2024-01-18,2025-01-17,Annual,Mastercard,Auto-renew,Occasional,Comedy,Smartphone,Medium,6
1430,1431,Ashley Thompson,1994-11-10,Female,Lake Lisaport,2024-02-23,2025-02-22,Monthly,Amex,Manual,Frequent,Action,Tablet,High,8
1431,1432,Jessica Gomez,1964-10-25,Male,Michelleport,2024-02-23,2025-02-22,Monthly,Visa,Auto-renew,Occasional,Romance,Smart TV,Low,2
1432,1433,David Moss,1964-05-25,Male,Brianview,2024-03-27,2025-03-27,Annual,Mastercard,Auto-renew,Occasional,Sci-Fi,Smartphone,High,3
1433,1434,Kristen Alvarez,1936-10-02,Male,West Robert,2024-01-25,2025-01-24,Monthly,Mastercard,Auto-renew,Regular,Sci-Fi,Smartphone,High,3
1434,1435,Mary Espinoza,1976-01-01,Male,Powersland,2024-04-09,2025-04-09,Annual,Visa,Manual,Regular,Documentary,Tablet,Medium,4
1435,1436,Samuel Perez,1943-01-17,Female,Benjaminbury,2024-03-04,2025-03-04,Annual,Amex,Manual,Frequent,Romance,Tablet,Medium,0
1436,1437,Jennifer James,1955-08-28,Male,Wongview,2024-03-29,2025-03-29,Annual,Mastercard,Manual,Regular,Drama,Smartphone,Low,0
1437,1438,Crystal Robinson,1974-04-07,Male,Moorebury,2024-02-28,2025-02-27,Annual,Amex,Manual,Frequent,Sci-Fi,Tablet,Low,10
1438,1439,Michael Brown,1969-12-07,Female,Patelview,2024-02-06,2025-02-05,Annual,Visa,Manual,Occasional,Documentary,Smartphone,Low,4
1439,1440,Andrea Lewis,1959-08-10,Female,Westton,2024-03-30,2025-03-30,Monthly,Visa,Auto-renew,Regular,Comedy,Smart TV,High,8
1440,1441,Carl Mendoza,2005-07-01,Female,East Manuelland,2024-03-21,2025-03-21,Annual,Amex,Manual,Regular,Comedy,Smart TV,Medium,10
1441,1442,Lisa Mack,1953-03-17,Male,Christophertown,2024-03-05,2025-03-05,Monthly,Mastercard,Manual,Frequent,Horror,Smartphone,Medium,8
1442,1443,Matthew Boone,2005-12-17,Female,Henrytown,2024-03-23,2025-03-23,Annual,Mastercard,Auto-renew,Occasional,Drama,Smartphone,Medium,0
1443,1444,Kimberly Hughes,1996-05-18,Male,Port Nancymouth,2024-03-20,2025-03-20,Monthly,Mastercard,Auto-renew,Regular,Action,Tablet,Medium,8
1444,1445,Curtis Williamson,1937-03-16,Female,Sawyerchester,2024-02-22,2025-02-21,Monthly,Visa,Manual,Frequent,Documentary,Smartphone,Low,3
1445,1446,Dana Martin,1953-12-18,Male,Toddburgh,2024-04-04,2025-04-04,Annual,Amex,Manual,Regular,Documentary,Smartphone,Low,8
1446,1447,Tony Rodriguez,1988-03-19,Male,Hortonville,2024-01-01,2024-12-31,Monthly,Mastercard,Auto-renew,Regular,Drama,Smartphone,Low,3
1447,1448,Danielle Warren,1962-02-05,Female,Port Tina,2024-01-08,2025-01-07,Annual,Visa,Auto-renew,Occasional,Drama,Smartphone,Low,0
1448,1449,Natalie Walter,1957-03-21,Female,Martinezville,2024-03-13,2025-03-13,Annual,Mastercard,Manual,Regular,Action,Tablet,Medium,0
1449,1450,Vernon Brown,1993-02-14,Female,Aprilland,2024-02-22,2025-02-21,Monthly,Amex,Manual,Occasional,Action,Smartphone,High,9
1450,1451,Gina Harvey,1939-11-07,Female,Jessicaborough,2024-03-14,2025-03-14,Monthly,Amex,Auto-renew,Regular,Horror,Smartphone,Medium,5
1451,1452,Jill Jones,1935-08-22,Female,Kentburgh,2024-02-28,2025-02-27,Annual,Mastercard,Manual,Occasional,Action,Smartphone,Medium,2
1452,1453,Zachary Hernandez,1945-08-07,Male,West Meganmouth,2024-03-29,2025-03-29,Annual,Mastercard,Auto-renew,Frequent,Romance,Tablet,Low,8
1453,1454,William Daniels,1998-08-14,Female,East Nicholasmouth,2024-03-23,2025-03-23,Annual,Amex,Auto-renew,Occasional,Drama,Smartphone,Medium,2
1454,1455,Shane Peterson,1945-03-15,Male,North Kristen,2024-02-17,2025-02-16,Monthly,Amex,Auto-renew,Regular,Documentary,Tablet,High,9
1455,1456,Mr. Nicholas Johnson,1979-04-06,Male,Glassview,2024-04-11,2025-04-11,Annual,Amex,Auto-renew,Occasional,Comedy,Smartphone,Low,5
1456,1457,John Newman,1960-10-26,Female,North James,2024-02-01,2025-01-31,Monthly,Amex,Manual,Occasional,Horror,Smart TV,High,5
1457,1458,Samantha Barber,1980-12-01,Male,Riveratown,2024-03-30,2025-03-30,Monthly,Visa,Auto-renew,Frequent,Sci-Fi,Smartphone,Medium,1
1458,1459,Breanna George,1996-10-26,Male,Longhaven,2024-01-12,2025-01-11,Monthly,Mastercard,Manual,Frequent,Action,Smart TV,Medium,2
1459,1460,Michael Conway,1968-06-30,Male,Harrisfort,2024-03-03,2025-03-03,Annual,Mastercard,Auto-renew,Occasional,Sci-Fi,Tablet,Low,3
1460,1461,Jimmy Yang,1952-11-04,Male,Williamsview,2024-02-05,2025-02-04,Annual,Amex,Auto-renew,Occasional,Documentary,Smart TV,Medium,0
1461,1462,Patrick Banks,1981-08-21,Male,Andersonville,2024-02-16,2025-02-15,Annual,Mastercard,Manual,Occasional,Drama,Smartphone,Medium,10
1462,1463,Jennifer Pratt,1945-02-07,Male,West Teresa,2024-03-08,2025-03-08,Annual,Visa,Auto-renew,Regular,Action,Tablet,Medium,8
1463,1464,Christopher Campbell,1976-10-18,Male,Kellyburgh,2024-03-30,2025-03-30,Annual,Amex,Manual,Occasional,Horror,Tablet,Medium,7
1464,1465,Brandon Huff,1975-12-19,Male,West Jeremy,2024-03-09,2025-03-09,Annual,Visa,Manual,Regular,Romance,Tablet,Medium,10
1465,1466,James Johnston,1987-06-08,Male,Lake Yvette,2024-03-24,2025-03-24,Monthly,Mastercard,Auto-renew,Regular,Comedy,Tablet,Medium,8
1466,1467,Tonya Meyer,1945-03-27,Male,East Christopher,2024-02-17,2025-02-16,Monthly,Visa,Auto-renew,Occasional,Drama,Smart TV,High,7
1467,1468,Jose Cole,1941-06-18,Female,North Darrell,2024-01-23,2025-01-22,Monthly,Visa,Auto-renew,Regular,Horror,Tablet,Low,3
1468,1469,Tommy Myers,1972-12-28,Male,West Jeffrey,2024-03-05,2025-03-05,Annual,Visa,Manual,Occasional,Comedy,Smart TV,Low,9
1469,1470,Robert Jennings,1979-03-10,Male,West Josechester,2024-03-06,2025-03-06,Annual,Amex,Manual,Regular,Drama,Tablet,Medium,7
1470,1471,Peter Lopez,2004-09-11,Male,East Jamesstad,2024-03-21,2025-03-21,Annual,Amex,Manual,Frequent,Sci-Fi,Tablet,Medium,1
1471,1472,Jessica Doyle,1982-08-12,Female,Port Philipchester,2024-02-11,2025-02-10,Annual,Mastercard,Auto-renew,Frequent,Action,Tablet,Low,2
1472,1473,Ellen Cox,1936-01-07,Male,New Jamesberg,2024-04-10,2025-04-10,Annual,Amex,Auto-renew,Occasional,Action,Tablet,Low,3
1473,1474,Holly Shaw,1974-06-30,Male,North Alec,2024-02-28,2025-02-27,Annual,Mastercard,Auto-renew,Occasional,Sci-Fi,Smartphone,Medium,0
1474,1475,Calvin Stewart,1966-05-02,Female,New John,2024-04-03,2025-04-03,Monthly,Amex,Auto-renew,Regular,Comedy,Tablet,High,6
1475,1476,Jeremy Martinez,1973-02-01,Male,West Stephanieberg,2024-03-29,2025-03-29,Monthly,Amex,Auto-renew,Occasional,Documentary,Smartphone,High,7
1476,1477,James Mcintosh,1985-10-16,Female,Bethanyshire,2024-01-22,2025-01-21,Monthly,Mastercard,Manual,Frequent,Action,Smartphone,High,8
1477,1478,Paige Tran,1958-08-21,Male,New Jerry,2024-01-06,2025-01-05,Annual,Amex,Manual,Regular,Comedy,Smartphone,Medium,1
1478,1479,Eric Huang,1959-06-26,Male,Williamsview,2024-02-28,2025-02-27,Annual,Visa,Manual,Frequent,Sci-Fi,Smart TV,High,0
1479,1480,Michelle Lambert DVM,1948-07-18,Female,North Sean,2024-03-11,2025-03-11,Annual,Mastercard,Manual,Occasional,Action,Tablet,Low,4
1480,1481,Daniel Garcia,1971-09-03,Female,Elizabethfurt,2024-03-21,2025-03-21,Monthly,Mastercard,Auto-renew,Occasional,Action,Smartphone,High,3
1481,1482,Christine Porter,2001-01-25,Male,Port Marcus,2024-04-06,2025-04-06,Monthly,Visa,Manual,Regular,Romance,Tablet,Medium,5
1482,1483,Sabrina Williams,1977-05-08,Male,East Michelle,2024-04-03,2025-04-03,Annual,Amex,Manual,Frequent,Drama,Smartphone,High,9
1483,1484,Andrew Holmes,1983-03-29,Male,Meganland,2024-03-16,2025-03-16,Annual,Visa,Auto-renew,Occasional,Documentary,Smart TV,Medium,0
1484,1485,David Ferrell,1952-11-05,Female,South William,2024-02-13,2025-02-12,Monthly,Visa,Manual,Frequent,Action,Tablet,Medium,5
1485,1486,Sandra Little,2006-01-11,Male,Shawnshire,2024-03-26,2025-03-26,Annual,Visa,Manual,Frequent,Drama,Smart TV,Medium,9
1486,1487,Cindy Wilson,1995-04-07,Male,East William,2024-04-01,2025-04-01,Annual,Amex,Manual,Regular,Comedy,Smart TV,Medium,6
